Waktu Pesanan Dibuat,Jumlah,Returned Quantity,Total Pembayaran,Total Diskon,Ongkos Kirim Dibayar oleh Pembeli,Jumlah Terjual Bersih,Weekend
2024-01-12,0,0,0,0.0,0.0,0,0.0
2024-01-13,0,0,0,0.0,0.0,0,0.0
2024-01-14,0,0,0,0.0,0.0,0,0.0
2024-01-15,0,0,0,0.0,0.0,0,0.0
2024-01-16,5,0,75920,0.0,8000.0,5,0.0
2024-01-17,13,0,238312,0.0,30500.0,13,0.0
2024-01-18,1,0,28600,0.0,5500.0,1,0.0
2024-01-19,6,0,249856,0.0,59000.0,6,0.0
2024-01-20,2,0,89880,0.0,24000.0,2,1.0
2024-01-21,1,0,32200,0.0,8000.0,1,1.0
2024-01-22,0,0,0,0.0,0.0,0,0.0
2024-01-23,1,0,272101,0.0,24101.0,1,0.0
2024-01-24,1,0,32200,0.0,8000.0,1,0.0
2024-01-25,9,0,189511,0.0,25500.0,9,0.0
2024-01-26,1,0,32200,0.0,8000.0,1,0.0
2024-01-27,2,0,39700,0.0,8000.0,2,1.0
2024-01-28,1,0,128159,0.0,3000.0,1,1.0
2024-01-29,1,0,31160,0.0,8000.0,1,0.0
2024-01-30,0,0,0,0.0,0.0,0,0.0
2024-01-31,2,0,34221,0.0,8000.0,2,0.0
2024-02-01,0,0,0,0.0,0.0,0,0.0
2024-02-02,5,0,213687,0.0,502000.0,5,0.0
2024-02-03,3,0,103920,0.0,10000.0,3,1.0
2024-02-04,4,0,155604,0.0,16500.0,4,1.0
2024-02-05,3,0,126353,0.0,16000.0,3,0.0
2024-02-06,1,0,38500,0.0,3500.0,1,0.0
2024-02-07,2,0,60800,0.0,13500.0,2,0.0
2024-02-08,2,0,95000,0.0,8000.0,2,0.0
2024-02-09,0,0,0,0.0,0.0,0,0.0
2024-02-10,0,0,0,0.0,0.0,0,0.0
2024-02-11,2,0,109800,0.0,23000.0,2,1.0
2024-02-12,0,0,0,0.0,0.0,0,0.0
2024-02-13,0,0,0,0.0,0.0,0,0.0
2024-02-14,0,0,0,0.0,0.0,0,0.0
2024-02-15,0,0,0,0.0,0.0,0,0.0
2024-02-16,0,0,0,0.0,0.0,0,0.0
2024-02-17,3,0,181340,0.0,0.0,3,1.0
2024-02-18,1,0,13000,0.0,0.0,1,1.0
2024-02-19,2,0,95392,0.0,23000.0,2,0.0
2024-02-20,0,0,0,0.0,0.0,0,0.0
2024-02-21,1,0,57680,0.0,14500.0,1,0.0
2024-02-22,1,0,40520,0.0,8000.0,1,0.0
2024-02-23,2,0,214100,0.0,10000.0,2,0.0
2024-02-24,0,0,0,0.0,0.0,0,0.0
2024-02-25,2,0,77000,0.0,0.0,2,1.0
2024-02-26,0,0,0,0.0,0.0,0,0.0
2024-02-27,15,0,204595,0.0,0.0,15,0.0
2024-02-28,1,0,111300,0.0,16300.0,1,0.0
2024-02-29,0,0,0,0.0,0.0,0,0.0
2024-03-01,0,0,0,0.0,0.0,0,0.0
2024-03-02,0,0,0,0.0,0.0,0,0.0
2024-03-03,6,0,467468,0.0,30801.0,6,1.0
2024-03-04,1,0,55600,0.0,12000.0,1,0.0
2024-03-05,0,0,0,0.0,0.0,0,0.0
2024-03-06,13,0,573584,0.0,40000.0,13,0.0
2024-03-07,0,0,0,0.0,0.0,0,0.0
2024-03-08,3,0,131760,0.0,18000.0,3,0.0
2024-03-09,0,0,0,0.0,0.0,0,0.0
2024-03-10,5,0,191850,0.0,12000.0,5,1.0
2024-03-11,11,0,237695,0.0,54000.0,11,0.0
2024-03-12,34,0,562906,0.0,110500.0,34,0.0
2024-03-13,3,0,265444,0.0,154400.0,3,0.0
2024-03-14,1,0,101697,0.0,22500.0,1,0.0
2024-03-15,6,0,120900,0.0,18000.0,6,0.0
2024-03-16,0,0,0,0.0,0.0,0,0.0
2024-03-17,61,0,1650520,0.0,108000.0,61,1.0
2024-03-18,2,0,78870,0.0,4000.0,2,0.0
2024-03-19,0,0,0,0.0,0.0,0,0.0
2024-03-20,1,0,100990,0.0,19000.0,1,0.0
2024-03-21,20,0,261000,0.0,0.0,20,0.0
2024-03-22,1,0,14750,0.0,0.0,1,0.0
2024-03-23,1,0,24800,0.0,0.0,1,1.0
2024-03-24,1,0,51385,0.0,6000.0,1,1.0
2024-03-25,6,0,228720,0.0,6500.0,6,0.0
2024-03-26,1,0,37400,0.0,8000.0,1,0.0
2024-03-27,3,0,351764,0.0,21000.0,3,0.0
2024-03-28,2,0,142715,0.0,37000.0,2,0.0
2024-03-29,3,0,125800,0.0,8000.0,3,0.0
2024-03-30,1,0,13450,0.0,0.0,1,1.0
2024-03-31,0,0,0,0.0,0.0,0,0.0
2024-04-01,2,0,74800,0.0,0.0,2,0.0
2024-04-02,0,0,0,0.0,0.0,0,0.0
2024-04-03,0,0,0,0.0,0.0,0,0.0
2024-04-04,0,0,0,0.0,0.0,0,0.0
2024-04-05,0,0,0,0.0,0.0,0,0.0
2024-04-06,0,0,0,0.0,0.0,0,0.0
2024-04-07,0,0,0,0.0,0.0,0,0.0
2024-04-08,2,1,130540,0.0,16000.0,1,0.0
2024-04-09,0,0,0,0.0,0.0,0,0.0
2024-04-10,1,0,81500,0.0,0.0,1,0.0
2024-04-11,0,0,0,0.0,0.0,0,0.0
2024-04-12,0,0,0,0.0,0.0,0,0.0
2024-04-13,0,0,0,0.0,0.0,0,0.0
2024-04-14,2,0,82500,0.0,25500.0,2,1.0
2024-04-15,31,0,1186720,0.0,22000.0,31,0.0
2024-04-16,0,0,0,0.0,0.0,0,0.0
2024-04-17,18,0,523951,0.0,43900.0,18,0.0
2024-04-18,5,0,207980,0.0,35000.0,5,0.0
2024-04-19,2,0,91465,0.0,31000.0,2,0.0
2024-04-20,1,0,123312,0.0,20000.0,1,1.0
2024-04-21,0,0,0,0.0,0.0,0,0.0
2024-04-22,6,0,692043,0.0,54000.0,6,0.0
2024-04-23,0,0,0,0.0,0.0,0,0.0
2024-04-24,0,0,0,0.0,0.0,0,0.0
2024-04-25,1,0,11000,0.0,0.0,1,0.0
2024-04-26,1,0,34800,0.0,8000.0,1,0.0
2024-04-27,2,0,276771,0.0,30500.0,2,1.0
2024-04-28,0,0,0,0.0,0.0,0,0.0
2024-04-29,6,0,100440,0.0,19000.0,6,0.0
2024-04-30,0,0,0,0.0,0.0,0,0.0
2024-05-01,0,0,0,0.0,0.0,0,0.0
2024-05-02,2,0,36360,0.0,8000.0,2,0.0
2024-05-03,1,1,55638,0.0,8000.0,0,0.0
2024-05-04,0,0,0,0.0,0.0,0,0.0
2024-05-05,6,0,240106,0.0,0.0,6,1.0
2024-05-06,2,0,171182,0.0,0.0,2,0.0
2024-05-07,10,0,147640,0.0,11000.0,10,0.0
2024-05-08,0,0,0,0.0,0.0,0,0.0
2024-05-09,5,0,188560,0.0,16000.0,5,0.0
2024-05-10,1,0,29900,0.0,8000.0,1,0.0
2024-05-11,0,0,0,0.0,0.0,0,0.0
2024-05-12,1,0,52000,0.0,8000.0,1,1.0
2024-05-13,7,0,424800,0.0,63000.0,7,0.0
2024-05-14,3,0,178005,0.0,0.0,3,0.0
2024-05-15,0,0,0,0.0,0.0,0,0.0
2024-05-16,1,0,108000,0.0,21000.0,1,0.0
2024-05-17,1,0,25800,0.0,0.0,1,0.0
2024-05-18,0,0,0,0.0,0.0,0,0.0
2024-05-19,0,0,0,0.0,0.0,0,0.0
2024-05-20,2,0,37400,0.0,9000.0,2,0.0
2024-05-21,15,0,329080,0.0,48000.0,15,0.0
2024-05-22,0,0,0,0.0,0.0,0,0.0
2024-05-23,13,0,218577,0.0,26500.0,13,0.0
2024-05-24,1,0,24500,0.0,9000.0,1,0.0
2024-05-25,19,0,480121,0.0,61000.0,19,1.0
2024-05-26,3,0,57524,0.0,15500.0,3,1.0
2024-05-27,1,0,23725,0.0,9000.0,1,0.0
2024-05-28,1,0,80500,0.0,3000.0,1,0.0
2024-05-29,1,0,57160,0.0,19000.0,1,0.0
2024-05-30,4,0,133889,0.0,13200.0,4,0.0
2024-05-31,10,0,178840,0.0,36000.0,10,0.0
2024-06-01,11,0,195840,0.0,36000.0,11,1.0
2024-06-02,3,0,70040,0.0,0.0,3,1.0
2024-06-03,8,0,577586,0.0,70600.0,8,0.0
2024-06-04,6,0,147210,0.0,8000.0,6,0.0
2024-06-05,1,0,23880,0.0,0.0,1,0.0
2024-06-06,8,0,311011,0.0,0.0,8,0.0
2024-06-07,3,0,172480,0.0,3000.0,3,0.0
2024-06-08,2,0,106400,0.0,8000.0,2,1.0
2024-06-09,1,0,69640,0.0,0.0,1,1.0
2024-06-10,3,0,106000,0.0,12000.0,3,0.0
2024-06-11,4,0,317080,0.0,39000.0,4,0.0
2024-06-12,3,0,104229,0.0,37500.0,3,0.0
2024-06-13,6,0,200080,0.0,5500.0,6,0.0
2024-06-14,1,0,24920,0.0,3000.0,1,0.0
2024-06-15,4,0,247050,0.0,38000.0,4,1.0
2024-06-16,4,0,163300,0.0,43500.0,4,1.0
2024-06-17,32,0,541555,0.0,66000.0,32,0.0
2024-06-18,2,0,87960,0.0,4500.0,2,0.0
2024-06-19,2,0,161404,0.0,13200.0,2,0.0
2024-06-20,0,0,0,0.0,0.0,0,0.0
2024-06-21,3,0,134456,0.0,5000.0,3,0.0
2024-06-22,2,0,36320,0.0,8000.0,2,1.0
2024-06-23,61,0,2179096,0.0,23000.0,61,1.0
2024-06-24,5,0,347600,0.0,43701.0,5,0.0
2024-06-25,4,0,42736,0.0,0.0,4,0.0
2024-06-26,22,3,652124,0.0,196500.0,19,0.0
2024-06-27,0,0,0,0.0,0.0,0,0.0
2024-06-28,14,0,367914,0.0,72500.0,14,0.0
2024-06-29,0,0,0,0.0,0.0,0,0.0
2024-06-30,2,0,134120,0.0,8000.0,2,1.0
2024-07-01,103,0,1675236,0.0,202000.0,103,0.0
2024-07-02,2,0,175160,0.0,15500.0,2,0.0
2024-07-03,22,0,775357,0.0,61800.0,22,0.0
2024-07-04,3,0,181236,0.0,30400.0,3,0.0
2024-07-05,4,0,344458,0.0,5000.0,4,0.0
2024-07-06,2,0,108800,0.0,7000.0,2,1.0
2024-07-07,18,0,577001,0.0,78101.0,18,1.0
2024-07-08,5,0,520602,0.0,129700.0,5,0.0
2024-07-09,5,0,237660,0.0,64500.0,5,0.0
2024-07-10,28,0,1164404,0.0,576000.0,28,0.0
2024-07-11,42,0,1503778,0.0,132700.0,42,0.0
2024-07-12,1,0,74840,0.0,17000.0,1,0.0
2024-07-13,1,0,96467,0.0,20000.0,1,1.0
2024-07-14,27,0,804862,0.0,81401.0,27,1.0
2024-07-15,1,0,62105,0.0,16000.0,1,0.0
2024-07-16,10,0,463720,0.0,592700.0,10,0.0
2024-07-17,30,0,617790,0.0,84000.0,30,0.0
2024-07-18,1,0,20760,0.0,0.0,1,0.0
2024-07-19,3,0,82080,0.0,7500.0,3,0.0
2024-07-20,24,0,513979,0.0,5000.0,24,1.0
2024-07-21,5,0,195248,0.0,49000.0,5,1.0
2024-07-22,6,0,316685,0.0,31500.0,6,0.0
2024-07-23,7,0,310300,0.0,5000.0,7,0.0
2024-07-24,12,0,1247912,0.0,56001.0,12,0.0
2024-07-25,11,0,645451,0.0,62000.0,11,0.0
2024-07-26,2,0,96050,0.0,17000.0,2,0.0
2024-07-27,30,0,582943,0.0,45500.0,30,1.0
2024-07-28,3,0,114893,0.0,0.0,3,1.0
2024-07-29,11,0,836060,0.0,183900.0,11,0.0
2024-07-30,3,0,124400,0.0,0.0,3,0.0
2024-07-31,1,0,14520,0.0,0.0,1,0.0
2024-08-01,6,0,916328,0.0,292500.0,6,0.0
2024-08-02,43,0,699922,0.0,27500.0,43,0.0
2024-08-03,4,0,180505,0.0,16000.0,4,1.0
2024-08-04,1,0,24920,0.0,8000.0,1,1.0
2024-08-05,1,0,27462,0.0,5500.0,1,0.0
2024-08-06,6,0,203147,0.0,23500.0,6,0.0
2024-08-07,5,0,162860,0.0,17000.0,5,0.0
2024-08-08,11,0,729519,0.0,42200.0,11,0.0
2024-08-09,9,0,301161,0.0,1000.0,9,0.0
2024-08-10,1,0,51430,0.0,16000.0,1,1.0
2024-08-11,1,0,20900,0.0,0.0,1,1.0
2024-08-12,25,0,507037,0.0,34000.0,25,0.0
2024-08-13,0,0,0,0.0,0.0,0,0.0
2024-08-14,7,0,396722,0.0,34000.0,7,0.0
2024-08-15,3,0,145300,0.0,2500.0,3,0.0
2024-08-16,4,0,167516,0.0,31500.0,4,0.0
2024-08-17,0,0,0,0.0,0.0,0,0.0
2024-08-18,1,0,63500,0.0,14500.0,1,1.0
2024-08-19,11,0,488226,0.0,65000.0,11,0.0
2024-08-20,6,0,118523,0.0,21000.0,6,0.0
2024-08-21,5,0,377690,0.0,19000.0,5,0.0
2024-08-22,3,0,116484,0.0,17500.0,3,0.0
2024-08-23,5,0,372012,0.0,54001.0,5,0.0
2024-08-24,6,0,278278,0.0,13500.0,6,1.0
2024-08-25,6,0,114431,0.0,8000.0,6,1.0
2024-08-26,20,0,652444,0.0,46500.0,20,0.0
2024-08-27,9,0,650570,0.0,126600.0,9,0.0
2024-08-28,4,0,390335,0.0,11000.0,4,0.0
2024-08-29,0,0,0,0.0,0.0,0,0.0
2024-08-30,3,0,208360,0.0,18500.0,3,0.0
2024-08-31,3,0,145216,0.0,17400.0,3,1.0
2024-09-01,3,0,324500,0.0,78000.0,3,1.0
2024-09-02,2,0,168872,0.0,48200.0,2,0.0
2024-09-03,2,0,74260,0.0,8000.0,2,0.0
2024-09-04,14,1,399924,0.0,50400.0,13,0.0
2024-09-05,5,0,284060,0.0,38500.0,5,0.0
2024-09-06,6,0,380070,0.0,81000.0,6,0.0
2024-09-07,3,0,124960,0.0,21000.0,3,1.0
2024-09-08,3,0,112370,0.0,24000.0,3,1.0
2024-09-09,14,0,328370,0.0,8500.0,14,0.0
2024-09-10,1,0,67660,0.0,0.0,1,0.0
2024-09-11,1,0,79096,0.0,4500.0,1,0.0
2024-09-12,14,0,779358,0.0,60000.0,14,0.0
2024-09-13,11,0,390107,0.0,26000.0,11,0.0
2024-09-14,5,0,277222,0.0,19500.0,5,1.0
2024-09-15,33,0,694758,0.0,54800.0,33,1.0
2024-09-16,0,0,0,0.0,0.0,0,0.0
2024-09-17,3,0,101551,0.0,18200.0,3,0.0
2024-09-18,6,0,728338,0.0,11000.0,6,0.0
2024-09-19,4,0,204938,0.0,18200.0,4,0.0
2024-09-20,14,0,767832,0.0,65000.0,14,0.0
2024-09-21,5,0,197120,0.0,16000.0,5,1.0
2024-09-22,0,0,0,0.0,0.0,0,0.0
2024-09-23,5,0,185463,0.0,18100.0,5,0.0
2024-09-24,6,0,451262,0.0,12000.0,6,0.0
2024-09-25,4,1,94286,0.0,0.0,3,0.0
2024-09-26,3,0,134352,0.0,17300.0,3,0.0
2024-09-27,1,0,16005,0.0,0.0,1,0.0
2024-09-28,7,0,204640,0.0,0.0,7,1.0
2024-09-29,8,0,387649,0.0,43500.0,8,1.0
2024-09-30,7,0,454968,0.0,28000.0,7,0.0
2024-10-01,2,0,83500,0.0,0.0,2,0.0
2024-10-02,10,0,608509,0.0,35500.0,10,0.0
2024-10-03,7,0,501234,0.0,78000.0,7,0.0
2024-10-04,25,0,535712,0.0,551000.0,25,0.0
2024-10-05,2,0,300558,0.0,16600.0,2,1.0
2024-10-06,5,0,236740,0.0,37000.0,5,1.0
2024-10-07,8,0,186690,0.0,0.0,8,0.0
2024-10-08,17,0,734035,0.0,49300.0,17,0.0
2024-10-09,8,0,601481,0.0,117100.0,8,0.0
2024-10-10,32,0,1785325,0.0,167500.0,32,0.0
2024-10-11,6,0,396919,0.0,44500.0,6,0.0
2024-10-12,1,0,21800,0.0,0.0,1,1.0
2024-10-13,0,0,0,0.0,0.0,0,0.0
2024-10-14,3,0,154736,0.0,500000.0,3,0.0
2024-10-15,5,0,261430,0.0,42300.0,5,0.0
2024-10-16,22,0,439378,0.0,65000.0,22,0.0
2024-10-17,6,0,239556,0.0,62400.0,6,0.0
2024-10-18,4,0,134705,0.0,24000.0,4,0.0
2024-10-19,8,0,319480,0.0,12500.0,8,1.0
2024-10-20,5,0,155410,0.0,2000.0,5,1.0
2024-10-21,5,0,433871,0.0,95500.0,5,0.0
2024-10-22,1,0,63400,0.0,0.0,1,0.0
2024-10-23,17,0,661124,0.0,51000.0,17,0.0
2024-10-24,3,0,117994,0.0,5000.0,3,0.0
2024-10-25,9,0,238680,0.0,0.0,9,0.0
2024-10-26,5,0,229569,0.0,38800.0,5,1.0
2024-10-27,35,0,399128,0.0,19900.0,35,1.0
2024-10-28,3,0,73445,0.0,0.0,3,0.0
2024-10-29,27,0,768922,0.0,61001.0,27,0.0
2024-10-30,6,0,161030,0.0,15000.0,6,0.0
2024-10-31,2,0,75030,0.0,0.0,2,0.0
2024-11-01,4,0,142100,0.0,0.0,4,0.0
2024-11-02,5,0,385017,0.0,0.0,5,1.0
2024-11-03,2,0,89500,0.0,3000.0,2,1.0
2024-11-04,3,0,304295,0.0,52000.0,3,0.0
2024-11-05,0,0,0,0.0,0.0,0,0.0
2024-11-06,4,0,109815,0.0,10000.0,4,0.0
2024-11-07,3,0,45680,0.0,0.0,3,0.0
2024-11-08,4,0,667940,0.0,113000.0,4,0.0
2024-11-09,0,0,0,0.0,0.0,0,0.0
2024-11-10,25,0,304880,0.0,107000.0,25,1.0
2024-11-11,4,1,65613,0.0,1000.0,3,0.0
2024-11-12,1,0,27910,0.0,1000.0,1,0.0
2024-11-13,2,0,213400,0.0,20000.0,2,0.0
2024-11-14,5,0,98171,0.0,0.0,5,0.0
2024-11-15,8,0,623580,0.0,28200.0,8,0.0
2024-11-16,3,0,103905,0.0,0.0,3,1.0
2024-11-17,1,0,21800,0.0,0.0,1,1.0
2024-11-18,2,0,63880,0.0,16000.0,2,0.0
2024-11-19,30,0,1291770,0.0,40802.0,30,0.0
2024-11-20,2,0,42600,0.0,0.0,2,0.0
2024-11-21,7,0,134424,0.0,15100.0,7,0.0
2024-11-22,1,0,45853,0.0,500000.0,1,0.0
2024-11-23,8,0,745000,0.0,137500.0,8,1.0
2024-11-24,7,0,151744,0.0,39900.0,7,1.0
2024-11-25,4,0,233100,0.0,20100.0,4,0.0
2024-11-26,10,0,392603,0.0,26000.0,10,0.0
2024-11-27,17,0,493420,0.0,616000.0,17,0.0
2024-11-28,2,0,80940,0.0,13000.0,2,0.0
2024-11-29,3,0,240916,0.0,38500.0,3,0.0
2024-11-30,10,0,342244,0.0,9000.0,10,1.0
2024-12-01,0,0,0,0.0,0.0,0,0.0
2024-12-02,0,0,0,0.0,0.0,0,0.0
2024-12-03,0,0,0,0.0,0.0,0,0.0
2024-12-04,0,0,0,0.0,0.0,0,0.0
2024-12-05,0,0,0,0.0,0.0,0,0.0
2024-12-06,0,0,0,0.0,0.0,0,0.0
2024-12-07,0,0,0,0.0,0.0,0,0.0
2024-12-08,0,0,0,0.0,0.0,0,0.0
2024-12-09,0,0,0,0.0,0.0,0,0.0
2024-12-10,0,0,0,0.0,0.0,0,0.0
2024-12-11,0,0,0,0.0,0.0,0,0.0
2024-12-12,0,0,0,0.0,0.0,0,0.0
2024-12-13,0,0,0,0.0,0.0,0,0.0
2024-12-14,0,0,0,0.0,0.0,0,0.0
2024-12-15,0,0,0,0.0,0.0,0,0.0
2024-12-16,0,0,0,0.0,0.0,0,0.0
2024-12-17,0,0,0,0.0,0.0,0,0.0
2024-12-18,0,0,0,0.0,0.0,0,0.0
2024-12-19,0,0,0,0.0,0.0,0,0.0
2024-12-20,0,0,0,0.0,0.0,0,0.0
2024-12-21,0,0,0,0.0,0.0,0,0.0
2024-12-22,0,0,0,0.0,0.0,0,0.0
2024-12-23,0,0,0,0.0,0.0,0,0.0
2024-12-24,0,0,0,0.0,0.0,0,0.0
2024-12-25,0,0,0,0.0,0.0,0,0.0
2024-12-26,0,0,0,0.0,0.0,0,0.0
2024-12-27,0,0,0,0.0,0.0,0,0.0
2024-12-28,0,0,0,0.0,0.0,0,0.0
2024-12-29,0,0,0,0.0,0.0,0,0.0
2024-12-30,0,0,0,0.0,0.0,0,0.0
2024-12-31,0,0,0,0.0,0.0,0,0.0
2025-01-01,4,0,115558,0.0,0.0,4,0.0
2025-01-02,8,1,185114,0.0,2000.0,7,0.0
2025-01-03,2,0,52180,0.0,5100.0,2,0.0
2025-01-04,6,0,217946,0.0,20000.0,6,1.0
2025-01-05,3,0,77645,0.0,0.0,3,1.0
2025-01-06,11,0,194120,0.0,29200.0,11,0.0
2025-01-07,7,0,248628,0.0,9700.0,7,0.0
2025-01-08,3,0,94460,0.0,0.0,3,0.0
2025-01-09,3,0,112574,0.0,0.0,3,0.0
2025-01-10,2,0,41910,0.0,10000.0,2,0.0
2025-01-11,2,0,76300,0.0,4500.0,2,1.0
2025-01-12,1,0,20760,0.0,0.0,1,1.0
2025-01-13,9,0,502594,0.0,115240.0,9,0.0
2025-01-14,7,0,328010,0.0,33100.0,7,0.0
2025-01-15,10,0,309486,0.0,18500.0,10,0.0
2025-01-16,3,0,94560,0.0,25000.0,3,0.0
2025-01-17,4,0,77790,0.0,8800.0,4,0.0
2025-01-18,1,0,20000,0.0,0.0,1,1.0
2025-01-19,7,0,195003,0.0,26700.0,7,1.0
2025-01-20,1,0,33000,0.0,0.0,1,0.0
2025-01-21,9,0,366103,0.0,14300.0,9,0.0
2025-01-22,1,0,62381,0.0,3500.0,1,0.0
2025-01-23,8,0,150900,0.0,26000.0,8,0.0
2025-01-24,12,0,658813,0.0,39500.0,12,0.0
2025-01-25,1,0,15040,0.0,1000.0,1,1.0
2025-01-26,0,0,0,0.0,0.0,0,0.0
2025-01-27,0,0,0,0.0,0.0,0,0.0
2025-01-28,3,0,142895,0.0,17500.0,3,0.0
2025-01-29,3,0,41560,0.0,0.0,3,0.0
2025-01-30,6,0,244140,0.0,0.0,6,0.0
2025-01-31,6,0,191510,0.0,7700.0,6,0.0
2025-02-01,1,0,73525,0.0,7000.0,1,1.0
2025-02-02,12,0,191614,0.0,24300.0,12,1.0
2025-02-03,7,0,261110,0.0,42000.0,7,0.0
2025-02-04,9,0,124500,0.0,6000.0,9,0.0
2025-02-05,0,0,0,0.0,0.0,0,0.0
2025-02-06,2,0,132000,0.0,21600.0,2,0.0
2025-02-07,0,0,0,0.0,0.0,0,0.0
2025-02-08,8,0,341415,0.0,23000.0,8,1.0
2025-02-09,2,0,34240,0.0,0.0,2,1.0
2025-02-10,15,0,443888,0.0,54200.0,15,0.0
2025-02-11,9,0,171067,0.0,28200.0,9,0.0
2025-02-12,4,0,35948,0.0,0.0,4,0.0
2025-02-13,2,0,36800,0.0,0.0,2,0.0
2025-02-14,3,0,49800,0.0,0.0,3,0.0
2025-02-15,0,0,0,0.0,0.0,0,0.0
2025-02-16,0,0,0,0.0,0.0,0,0.0
2025-02-17,7,0,256665,0.0,0.0,7,0.0
2025-02-18,1,0,11400,0.0,0.0,1,0.0
2025-02-19,4,0,79920,0.0,1000.0,4,0.0
2025-02-20,1,0,55500,0.0,8500.0,1,0.0
2025-02-21,1,0,106997,0.0,0.0,1,0.0
2025-02-22,3,0,61960,0.0,2000.0,3,1.0
2025-02-23,0,0,0,0.0,0.0,0,0.0
2025-02-24,1,1,8988,0.0,0.0,0,0.0
2025-02-25,3,0,79540,0.0,15000.0,3,0.0
2025-02-26,5,0,139862,0.0,20000.0,5,0.0
2025-02-27,8,0,229087,0.0,21900.0,8,0.0
2025-02-28,1,0,31680,0.0,10000.0,1,0.0
2025-03-01,4,0,89955,0.0,5200.0,4,1.0
2025-03-02,7,0,126219,0.0,808000.0,7,1.0
2025-03-03,10,0,321341,0.0,29000.0,10,0.0
2025-03-04,31,0,1049452,0.0,976800.0,31,0.0
2025-03-05,2,0,139100,0.0,17700.0,2,0.0
2025-03-06,3,0,113128,0.0,25200.0,3,0.0
2025-03-07,6,0,260141,0.0,28500.0,6,0.0
2025-03-08,10,0,547142,0.0,27100.0,10,1.0
2025-03-09,7,0,255540,0.0,9000.0,7,1.0
2025-03-10,3,0,169555,0.0,0.0,3,0.0
2025-03-11,2,0,332610,0.0,37500.0,2,0.0
2025-03-12,11,0,343655,0.0,25000.0,11,0.0
2025-03-13,4,0,228240,0.0,0.0,4,0.0
2025-03-14,12,0,712712,0.0,846200.0,12,0.0
2025-03-15,6,0,226536,0.0,0.0,6,1.0
2025-03-16,9,0,639845,0.0,25200.0,9,1.0
2025-03-17,10,0,292445,0.0,8800.0,10,0.0
2025-03-18,3,0,106520,0.0,0.0,3,0.0
2025-03-19,1,0,41500,0.0,0.0,1,0.0
2025-03-20,5,0,167093,0.0,1000.0,5,0.0
2025-03-21,2,0,58600,0.0,14200.0,2,0.0
2025-03-22,7,1,180965,0.0,819000.0,6,1.0
2025-03-23,7,0,237802,0.0,50000.0,7,1.0
2025-03-24,1,0,108100,0.0,0.0,1,0.0
2025-03-25,0,0,0,0.0,0.0,0,0.0
2025-03-26,0,0,0,0.0,0.0,0,0.0
2025-03-27,0,0,0,0.0,0.0,0,0.0
2025-03-28,0,0,0,0.0,0.0,0,0.0
2025-03-29,0,0,0,0.0,0.0,0,0.0
2025-03-30,0,0,0,0.0,0.0,0,0.0
2025-03-31,0,0,0,0.0,0.0,0,0.0
